TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
22.0, 0.025, 2.0, 0.1, 0.1, 0.75, 11.001626, -15.500023, 5.929989
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.915313, -3.4999988, -0.2583709
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 12.606667, -7.499995, 0.78009135
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 8.810001, -11.000006, 4.000648
22.0, 0.025, 2.0, 0.1, 0.1, 0.75, 10.886872, -14.000017, 5.394195
22.0, 0.025, 2.0, 0.1, 0.1, 0.625, 9.56125, -11.500008, 3.1145391
22.0, 0.025, 2.0, 0.1, 0.1, 0.75, 7.080689, -6.499996, 1.3012447
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 6.3220625, -5.499997, 0.3099934
22.0, 0.025, 2.0, 0.1, 0.1, 0.625, 7.938128, -7.499995, 0.8268771
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.4567494, -0.5, -0.22659293
22.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 7.8168745, -10.000002, 3.4849396
22.0, 0.025, 2.0, 0.1, 0.1, 0.625, 9.013, -7.499995, 0.7972883
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.9950633, -7.499995, 1.5358608
22.0, 0.025, 2.0, 0.1, 0.1, 0.75, 12.234378, -13.500015, 5.2024536
22.0, 0.025, 2.0, 0.1, 0.1, 0.625, 10.74625, -12.00001, 3.052718
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 8.972499, -13.000013, 4.8117394
22.0, 0.025, 2.0, 0.1, 0.1, 0.6666667, 11.892535, -15.500023, 6.484294
22.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 11.475624, -15.500023, 6.201611
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 6.0995626, -2.9999993, -0.39589387
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 6.840562, -3.4999988, -0.49117136
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 7.012687, -5.499997, 0.46912456
22.0, 0.025, 2.0, 0.1, 0.1, 0.625, 9.294937, -7.9999948, 1.1983006
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 9.493125, -10.500004, 2.3917525
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 8.498124, -10.000002, 3.3984733
22.0, 0.025, 2.0, 0.1, 0.1, 0.8181818, 10.635909, -10.000002, 3.1807418
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.3726273, 0.0, 0.0
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 10.179751, -7.499995, 1.5440075
22.0, 0.025, 2.0, 0.1, 0.1, 0.875, 10.350941, -12.500011, 4.9132
22.0, 0.025, 2.0, 0.1, 0.1, 0.6666667, 12.387112, -8.499996, 1.1269174
22.0, 0.025, 2.0, 0.1, 0.1, 0.6923077, 9.466232, -6.499996, 0.580709
22.0, 0.025, 2.0, 0.1, 0.1, 0.6666667, 9.251555, -6.499996, 0.6256696
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 7.4501247, -4.9999976, 0.15409228
22.0, 0.025, 2.0, 0.1, 0.1, 0.75, 9.453249, -10.000002, 2.7975774
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 7.506624, -8.999998, 2.3781633
22.0, 0.025, 2.0, 0.1, 0.1, 0.625, 9.845811, -8.999998, 1.4321685
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 10.500876, -12.00001, 3.5068448
22.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 9.48625, -13.500015, 4.8261404
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 7.295562, -6.499996, 0.79119945
22.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.440375, -0.5, -0.19043536
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.3927507, 0.0, 0.0
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 8.0555, -10.000002, 2.6570747
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 7.607813, -4.499998, -0.18096118
22.0, 0.025, 2.0, 0.1, 0.1, 0.6363636, 12.690274, -10.500004, 2.9326034
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 10.214936, -11.000006, 2.4917755
22.0, 0.025, 2.0, 0.1, 0.1, 0.75, 5.3843756, 0.0, 0.0
22.0, 0.025, 2.0, 0.1, 0.1, 0.8333333, 10.384999, -12.00001, 3.9306405
22.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 8.084064, -7.499995, 1.2655162
22.0, 0.025, 2.0, 0.1, 0.1, 0.25, 6.5701885, -2.9999993, -0.16749856
22.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 8.039374, -10.000002, 3.6268559
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.6705, -0.5, -0.23571919
22.0, 0.025, 2.0, 0.1, 0.1, 0.44444445, 10.75789, -8.499996, 1.465819
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 11.519376, -16.000025, 6.331284
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 6.5053744, -7.9999948, 1.5320219
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 8.5720625, -11.000006, 3.8783488
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 9.207501, -13.000013, 4.549004
22.0, 0.025, 2.0, 0.1, 0.1, 0.75, 9.82956, -12.00001, 3.863203
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 7.8015, -6.9999957, 1.2435844
22.0, 0.025, 2.0, 0.1, 0.1, 0.33333334, 8.801666, -6.499996, 0.83210915
22.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 7.1398754, -7.499995, 1.6540087
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 6.296251, 0.0, 0.0
22.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 7.2674356, -5.9999967, 0.44050536
22.0, 0.025, 2.0, 0.1, 0.1, 0.8, 10.194998, -8.499996, 1.683127
22.0, 0.025, 2.0, 0.1, 0.1, 0.8125, 11.516251, -16.000025, 6.7067966
22.0, 0.025, 2.0, 0.1, 0.1, 0.75, 9.804253, -12.00001, 4.063278
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 8.029563, -6.9999957, 1.0315557
22.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 7.5037503, -8.999998, 2.208423
22.0, 0.025, 2.0, 0.1, 0.1, 0.8125, 5.585437, -2.0000002, -0.5992796
22.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.4112515, 0.0, 0.0
22.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 8.601188, -7.9999948, 1.1025981
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 10.220376, -11.000006, 2.5692077
22.0, 0.025, 2.0, 0.1, 0.1, 0.4, 10.2126, -3.9999983, -0.4636168
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 6.7159986, -2.0000002, -0.5158362
22.0, 0.025, 2.0, 0.1, 0.1, 0.72727275, 10.422271, -10.000002, 2.544408
22.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 8.770249, -7.499995, 1.8244013
22.0, 0.025, 2.0, 0.1, 0.1, 0.2857143, 8.395, -4.499998, -0.17813988
22.0, 0.025, 2.0, 0.1, 0.1, 0.8125, 11.992188, -16.000025, 6.0887723
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 7.2156262, -8.499996, 1.9633268
22.0, 0.025, 2.0, 0.1, 0.1, 0.85714287, 11.917857, -6.499996, 0.3319524
22.0, 0.025, 2.0, 0.1, 0.1, 0.78571427, 8.752074, -7.499995, 0.9858836
22.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.3794374, 0.0, 0.0
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.450125, -0.5, -0.2490699
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 6.8112497, -8.999998, 2.2180698
22.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 8.651376, -2.9999993, -0.2740171
22.0, 0.025, 2.0, 0.1, 0.1, 0.75, 6.9938135, -5.499997, -0.006489899
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 6.0496883, -2.0000002, -0.48115802
22.0, 0.025, 2.0, 0.1, 0.1, 0.125, 7.3246894, -9.5, 2.6390848
22.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 10.268687, -12.00001, 3.2981718
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 6.4534993, -1.5000002, -0.5705812
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.3824997, 0.0, 0.0
22.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 10.8775015, -14.000017, 6.1661496
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 6.85575, -3.4999988, -0.4254605
22.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 6.9428124, -4.9999976, -0.10310738
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 10.213128, -14.000017, 5.5159225
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.1974998, 0.0, 0.0
22.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.9778743, -1.5000002, -0.4762625
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 6.6161222, -3.4999988, -0.52112067
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 10.476309, -11.500008, 3.5413103
22.0, 0.025, 2.0, 0.1, 0.1, 0.75, 9.738936, -11.000006, 3.199759
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.5081863, -1.5000002, -0.447759
22.0, 0.025, 2.0, 0.1, 0.1, 0.75, 11.070812, -13.000013, 3.7704346
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.664937, -0.5, -0.16437888
22.0, 0.025, 2.0, 0.1, 0.1, 0.9, 12.686, -10.500004, 3.0418706
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.653374, -2.9999993, -0.27096617
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 7.5458746, -6.499996, 0.4528039
22.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 7.1975, -7.9999948, 1.450403
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 6.7669373, -2.4999998, -0.5462985
22.0, 0.025, 2.0, 0.1, 0.1, 0.625, 7.504938, -5.9999967, 0.43791214
22.0, 0.025, 2.0, 0.1, 0.1, 0.875, 13.3425, -8.999998, 1.8985449
22.0, 0.025, 2.0, 0.1, 0.1, 0.625, 7.9578114, -8.999998, 2.1158931
22.0, 0.025, 2.0, 0.1, 0.1, 0.75, 11.473125, -15.500023, 6.4246216
22.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.842375, -5.499997, 0.47751072
22.0, 0.025, 2.0, 0.1, 0.1, 0.6666667, 9.018165, -4.9999976, 0.05624279
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 8.389312, -5.499997, -0.011274096
22.0, 0.025, 2.0, 0.1, 0.1, 0.625, 9.858813, -12.500011, 4.0804744
22.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 8.670062, -8.999998, 2.2682736
22.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 7.632935, -7.499995, 1.7056352
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.683749, -3.4999988, -0.25029233
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 8.384875, -8.499996, 1.7504232
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.6106877, 0.0, 0.0
22.0, 0.025, 2.0, 0.1, 0.1, 0.625, 10.273751, -12.00001, 5.167763
22.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.392313, 0.0, 0.0
22.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.378126, 0.0, 0.0
22.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 7.8073745, -3.9999983, -0.3186181
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 10.04825, -12.00001, 3.8877363
22.0, 0.025, 2.0, 0.1, 0.1, 0.8125, 11.192187, -11.500008, 3.0105367
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 8.905937, -12.00001, 4.2751718
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 6.6392493, -1.0000001, -0.33089337
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 8.581186, -11.000006, 3.315936
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 8.164374, -8.499996, 1.7993138
22.0, 0.025, 2.0, 0.1, 0.1, 1.0, 14.689001, -5.499997, 0.17696954
22.0, 0.025, 2.0, 0.1, 0.1, 0.75, 9.094626, -8.499996, 1.2125156
22.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.3688745, 0.0, 0.0
22.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 9.537563, -11.500008, 3.5053012
22.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.6800013, -3.4999988, -0.29746658
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 6.237436, -4.499998, 0.06721389
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 10.12875, -13.000013, 5.5139318
22.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.368751, 0.0, 0.0
22.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 6.7192507, -4.9999976, -0.04670258
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.5745, -2.0000002, -0.52409345
22.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 8.489501, -3.9999983, 0.15223263
22.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 8.938314, -9.5, 2.6775684
22.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 7.3441873, -3.9999983, -0.1994669
22.0, 0.025, 2.0, 0.1, 0.1, 0.375, 7.0005007, -5.499997, 0.8211687
