TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.377687, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.4274373, -0.5, -0.20274661
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 6.761313, -2.4999998, -0.5944355
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.3875003, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.4385, -0.5, -0.20455597
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.478688, -1.0000001, -0.3787662
20.0, 0.025, 2.0, 0.1, 0.1, 0.25, 5.382563, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.396875, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 5.851251, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 7.154814, -4.499998, -0.107204884
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.3961873, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 7.464501, -2.4999998, -0.55071586
20.0, 0.025, 2.0, 0.1, 0.1, 0.25, 5.6278753, -2.9999993, -0.37181935
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 6.800311, -2.9999993, -0.29526857
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 7.115377, -3.9999983, -0.59459084
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.3915005, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.4635625, -0.5, -0.20844212
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 8.317374, -4.499998, -0.22990178
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.3781247, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 6.5311246, -2.4999998, -0.5689733
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.4909377, -1.0000001, -0.3046746
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.3970623, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.3872485, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.443063, -0.5, -0.14820002
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 6.2541246, -2.0000002, -0.31368887
20.0, 0.025, 2.0, 0.1, 0.1, 0.33333334, 5.451935, -4.499998, 0.10900003
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 6.1764364, -1.0000001, -0.43896994
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 7.7955, -3.9999983, -0.059784885
20.0, 0.025, 2.0, 0.1, 0.1, 0.1875, 5.6131244, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.3824983, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.3999996, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.38925, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 7.6500006, -4.9999976, -0.30345112
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.957689, -1.0000001, -0.35261622
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.3976874, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 5.373438, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.3968744, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.3965635, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.390624, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.709687, -1.0000001, -0.28546315
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 6.639563, -3.9999983, -0.34627673
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.3749995, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.396875, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 5.4283123, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 10.287499, -8.999998, 1.3261914
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.1795626, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.393499, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 6.523937, -5.499997, 0.18581374
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.392562, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.9216866, -3.4999988, -0.24762848
20.0, 0.025, 2.0, 0.1, 0.1, 0.1875, 5.379188, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 7.292625, -3.4999988, -0.43814102
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 7.4124994, -10.500004, 3.2026348
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 8.265623, -10.000002, 3.172455
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.4292493, -0.5, -0.23357046
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.999187, -1.5000002, -0.43724734
20.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 6.6954374, -4.499998, 0.109235644
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.422125, -0.5, -0.2034059
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.44225, -0.5, -0.23305824
20.0, 0.025, 2.0, 0.1, 0.1, 0.25, 6.6849995, -1.5000002, -0.24474348
20.0, 0.025, 2.0, 0.1, 0.1, 0.25, 5.3897486, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.7, 8.118501, -6.499996, 0.64088243
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.9734364, -1.5000002, -0.43951136
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.3883114, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 8.13775, -7.9999948, 1.5756872
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.4068117, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.390625, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.384375, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.38125, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 7.451685, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 6.5438137, -2.4999998, -0.61138153
20.0, 0.025, 2.0, 0.1, 0.1, 0.1875, 6.29894, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.125, 5.8398123, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.3843756, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 5.371874, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 6.8186884, -0.5, -0.15018944
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 6.7948136, -2.9999993, -0.64415103
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.4654984, -1.0000001, -0.36138457
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 6.355688, -0.5, -0.19550478
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.401499, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.3968744, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.7480617, -4.499998, -0.07586816
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 6.1511264, -3.4999988, -0.5115205
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.4023767, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.390625, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 5.3933735, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.3999996, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.4428124, -0.5, -0.24529299
20.0, 0.025, 2.0, 0.1, 0.1, 0.1875, 5.5060625, -1.5000002, -0.5461439
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 9.045375, -4.9999976, -0.0996602
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 6.673063, -1.5000002, -0.46461052
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.390624, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.751251, -1.5000002, -0.28141347
20.0, 0.025, 2.0, 0.1, 0.1, 0.6, 8.2226, -8.999998, 1.9688027
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 7.445939, -2.4999998, -0.4504611
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.3793116, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.3875, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.9785004, -1.5000002, -0.38992715
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 9.941499, -10.500004, 2.3576868
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 6.084811, -2.4999998, -0.473549
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 9.43, -10.000002, 2.3695998
20.0, 0.025, 2.0, 0.1, 0.1, 0.1875, 5.404187, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.45454547, 9.312272, -7.499995, 1.1988976
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.4809375, -1.0000001, -0.39243534
20.0, 0.025, 2.0, 0.1, 0.1, 0.1875, 5.381251, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.3874993, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.3937497, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.4405627, -0.5, -0.20459537
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.7100625, -3.9999983, -0.3712792
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.3821883, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 5.8543744, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 8.892188, -8.999998, 2.0953085
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.3946877, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.3875, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.889064, -0.5, -0.24713498
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.4458747, -0.5, -0.20837095
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.387312, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 6.252562, -2.0000002, -0.5134706
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 6.579063, -0.5, -0.24331297
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.384374, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.3906255, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 6.306313, -2.4999998, -0.32721323
20.0, 0.025, 2.0, 0.1, 0.1, 0.8125, 11.766874, -16.000025, 7.1419387
20.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 5.827439, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 5.615374, -2.4999998, -0.41978675
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.3874993, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.25, 5.3874984, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 8.625688, -8.499996, 1.3776746
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 7.109752, -3.9999983, -0.35925278
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.38125, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.4079375, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.3125, 5.3908114, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 8.227188, -9.5, 2.7504601
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.395124, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.80375, -2.0000002, -0.17971757
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.5051885, -1.5000002, -0.46971726
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 5.396937, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.625, 7.8804994, -2.0000002, -0.5664456
20.0, 0.025, 2.0, 0.1, 0.1, 0.8125, 6.540627, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.4375, 5.652251, -0.5, -0.23016119
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.3769994, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 6.863437, -3.4999988, -0.46369863
20.0, 0.025, 2.0, 0.1, 0.1, 0.5, 5.3964386, 0.0, 0.0
20.0, 0.025, 2.0, 0.1, 0.1, 0.375, 5.3656263, 0.0, 0.0
