TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
30.0, 0.025, 2.0, 0.1, 0.1, 0.875, 11.714625, -21.000044, 10.26801
30.0, 0.025, 2.0, 0.1, 0.1, 0.75, 12.208939, -27.000067, 16.954872
30.0, 0.025, 2.0, 0.1, 0.1, 1.0, 17.119999, -10.000002, 2.1209674
30.0, 0.025, 2.0, 0.1, 0.1, 0.9375, 13.089502, -26.500065, 15.478814
30.0, 0.025, 2.0, 0.1, 0.1, 0.7777778, 14.125443, -17.50003, 8.082664
30.0, 0.025, 2.0, 0.1, 0.1, 0.7, 14.940104, -19.500038, 8.9725895
30.0, 0.025, 2.0, 0.1, 0.1, 0.7777778, 13.440001, -15.500023, 7.397449
30.0, 0.025, 2.0, 0.1, 0.1, 0.625, 15.6165, -17.000029, 8.223629
30.0, 0.025, 2.0, 0.1, 0.1, 0.90909094, 15.975274, -24.000055, 12.834593
30.0, 0.025, 2.0, 0.1, 0.1, 0.5714286, 15.768, -16.000025, 6.705179
30.0, 0.025, 2.0, 0.1, 0.1, 0.9166667, 14.073834, -20.500042, 9.825743
30.0, 0.025, 2.0, 0.1, 0.1, 0.5, 11.465999, -15.500023, 6.409018
30.0, 0.025, 2.0, 0.1, 0.1, 0.6, 12.1316, -8.499996, 1.9826841
30.0, 0.025, 2.0, 0.1, 0.1, 0.9, 11.797602, -12.00001, 5.02465
30.0, 0.025, 2.0, 0.1, 0.1, 0.75, 12.175561, -23.500053, 13.045159
30.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 10.450127, -22.50005, 13.070522
30.0, 0.025, 2.0, 0.1, 0.1, 0.6, 14.1742, -30.50008, 19.36253
30.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 13.600062, -30.000078, 18.932735
30.0, 0.025, 2.0, 0.1, 0.1, 0.75, 14.718876, -17.50003, 8.36568
30.0, 0.025, 2.0, 0.1, 0.1, 1.0, 13.572667, -6.9999957, 1.7087176
30.0, 0.025, 2.0, 0.1, 0.1, 0.75, 12.324123, -25.500061, 14.910558
30.0, 0.025, 2.0, 0.1, 0.1, 0.5, 10.8891, -16.500027, 8.417821
30.0, 0.025, 2.0, 0.1, 0.1, 0.9166667, 13.816499, -21.000044, 11.356368
30.0, 0.025, 2.0, 0.1, 0.1, 0.75, 14.331084, -25.00006, 15.745786
30.0, 0.025, 2.0, 0.1, 0.1, 0.6923077, 11.007614, -16.000025, 7.029346
30.0, 0.025, 2.0, 0.1, 0.1, 0.625, 10.259813, -20.00004, 10.997106
30.0, 0.025, 2.0, 0.1, 0.1, 0.6666667, 15.577167, -12.500011, 5.7254076
30.0, 0.025, 2.0, 0.1, 0.1, 0.875, 13.891874, -15.000021, 5.6063395
30.0, 0.025, 2.0, 0.1, 0.1, 0.6666667, 14.741666, -6.9999957, 0.7504374
30.0, 0.025, 2.0, 0.1, 0.1, 0.71428573, 12.496786, -25.00006, 14.093134
30.0, 0.025, 2.0, 0.1, 0.1, 0.5, 12.142377, -12.500011, 4.294316
30.0, 0.025, 2.0, 0.1, 0.1, 0.875, 12.963876, -15.000021, 5.923659
30.0, 0.025, 2.0, 0.1, 0.1, 0.84615386, 14.647307, -24.500057, 14.366712
30.0, 0.025, 2.0, 0.1, 0.1, 0.8, 14.709801, -12.500011, 4.2950277
30.0, 0.025, 2.0, 0.1, 0.1, 0.7777778, 13.663889, -14.500019, 5.1740465
30.0, 0.025, 2.0, 0.1, 0.1, 0.5625, 13.833936, -30.000078, 18.570305
30.0, 0.025, 2.0, 0.1, 0.1, 0.875, 11.358251, -16.500027, 7.4782763
30.0, 0.025, 2.0, 0.1, 0.1, 1.0, 17.497332, -7.499995, 1.2829553
30.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 11.757188, -24.500057, 14.485972
30.0, 0.025, 2.0, 0.1, 0.1, 0.6923077, 13.498306, -24.000055, 13.138892
30.0, 0.025, 2.0, 0.1, 0.1, 0.61538464, 10.918615, -18.000032, 9.726761
30.0, 0.025, 2.0, 0.1, 0.1, 0.72727275, 11.709455, -13.500015, 4.917949
30.0, 0.025, 2.0, 0.1, 0.1, 0.8125, 13.804124, -27.000067, 16.370024
30.0, 0.025, 2.0, 0.1, 0.1, 0.625, 12.410373, -26.500065, 15.786993
30.0, 0.025, 2.0, 0.1, 0.1, 0.6875, 11.121065, -24.000055, 13.416824
30.0, 0.025, 2.0, 0.1, 0.1, 1.0, 15.528001, -12.00001, 3.764329
30.0, 0.025, 2.0, 0.1, 0.1, 0.8888889, 12.447223, -14.500019, 5.5648527
30.0, 0.025, 2.0, 0.1, 0.1, 0.7777778, 14.734889, -16.000025, 6.6873
30.0, 0.025, 2.0, 0.1, 0.1, 0.75, 14.132331, -23.500053, 13.316324
30.0, 0.025, 2.0, 0.1, 0.1, 0.6, 11.994301, -16.500027, 7.762961
30.0, 0.025, 2.0, 0.1, 0.1, 1.0, 14.0254, -10.000002, 2.807728
30.0, 0.025, 2.0, 0.1, 0.1, 0.8, 13.740999, -8.999998, 2.7725387
30.0, 0.025, 2.0, 0.1, 0.1, 0.625, 14.678685, -32.000084, 18.948212
30.0, 0.025, 2.0, 0.1, 0.1, 0.5555556, 10.501333, -14.500019, 6.2281284
30.0, 0.025, 2.0, 0.1, 0.1, 0.6666667, 12.264167, -8.499996, 1.4150295
30.0, 0.025, 2.0, 0.1, 0.1, 1.0, 17.838501, -4.499998, -0.35996407
30.0, 0.025, 2.0, 0.1, 0.1, 0.7, 12.813499, -16.500027, 7.48672
30.0, 0.025, 2.0, 0.1, 0.1, 0.8181818, 15.087275, -22.50005, 11.9584255
30.0, 0.025, 2.0, 0.1, 0.1, 0.875, 15.091189, -33.50006, 21.662502
30.0, 0.025, 2.0, 0.1, 0.1, 0.8333333, 16.459915, -31.000082, 18.554842
30.0, 0.025, 2.0, 0.1, 0.1, 0.875, 13.094, -16.000025, 6.5776935
