TICKS, NEG-REWARD, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.724999
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.722333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 5.5550003
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.752002
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.53
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.708333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 12.961666
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 17.101667
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.488334
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 14.598667
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.455
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 9.272666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.496333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.321667
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.942001
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 15.081668
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 11.776333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.486335
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 12.001668
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.741666
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.488335
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.455001
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 11.727
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 11.741666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.500667
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 14.198334
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 14.245
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.724
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.506333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.528333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 14.194
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 9.2873335
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 12.365668
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 10.749667
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.521667
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 8.0650015
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.502
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.134
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 10.708
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.523001
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.741666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.758334
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.484333
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.704999
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 10.471667
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.251666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.285
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 9.262
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.710334
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.048333
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 8.065
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 13.148666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.040334
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.6830015
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 9.295333
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 8.015
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.235
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 6.7616673
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 6.8419995
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 13.859333
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 11.724999
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 6.778333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.015
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.471665
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.509999
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 14.028333
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 14.240666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.688333
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.756
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 9.282334
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.9436655
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.471665
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.471667
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.015
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 14.383667
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.285
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 14.581668
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.758334
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 9.251667
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.582667
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 9.281668
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.691667
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 13.658334
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.700334
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.521667
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 5.5750003
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.026334
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 14.028333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 13.591667
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.042001
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 9.301999
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 10.488334
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.235
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.505
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 13.433
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 8.015
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 8.038334
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 11.927667
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 12.945
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.516667
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 9.2543335
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 9.273334
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 9.268333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.692334
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 9.471
20.0, -0.5, 1.0, 1.0, 1.0, 0.0, 9.266666
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 13.162666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 12.978335
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 8.048333
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 9.2873335
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.031667
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.519666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.905002
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.741666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.9626665
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 12.961666
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 12.986333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.488334
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.741666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.081
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 12.195
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.251666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.527334
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.704999
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.488334
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 11.708333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.508332
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.492334
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 10.455
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 14.165001
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.301666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 6.802
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.922666
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 8.063666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 12.945
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.246666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.773334
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.674999
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.486667
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 12.999667
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 11.757
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 9.301666
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 12.965335
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 11.724999
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 15.384999
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.037666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 6.829333
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.521667
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 8.031667
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 14.165001
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 6.795
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 5.6083336
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 11.748334
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.519
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.218334
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 8.031667
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 9.301666
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 17.935
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 13.419333
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 6.8250003
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.727333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 10.488334
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 9.307667
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 9.285
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 12.995
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.253667
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 10.505001
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 11.724999
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 8.479667
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 12.928333
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 10.487333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 12.240666
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 9.516334
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 6.8373337
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 8.079334
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 14.114998
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 15.848
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 6.8116665
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.019
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.775001
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 8.034667
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 11.737332
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.268333
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 8.063
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 12.961667
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 14.131665
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.724999
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.925667
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 6.765
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 11.970668
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 16.501665
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.252666
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.268333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 12.961667
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 12.325
20.0, -0.5, 1.0, 1.0, 1.0, 1.0, 9.228333
20.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 11.388333
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.023334
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.031667
20.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 15.424001
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 8.265
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.500333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 15.411334
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.268334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 13.418667
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 14.420333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.471665
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.492667
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 6.820667
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 10.714667
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 9.287001
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.525666
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.518666
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.691667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 8.014999
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 8.2316675
20.0, -0.5, 1.0, 1.0, 2.0, 0.0, 6.836333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 11.109333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.761001
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.7369995
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 8.015
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.725001
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.954333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 6.835333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 8.024667
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 6.831
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.555
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 10.476334
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 7.0306664
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 9.264
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 9.251667
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 14.198334
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 11.920666
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 10.521667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.512666
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 8.041666
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.251666
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 6.8283334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.540333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 7.998333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 12.947334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.749333
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 9.218333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 9.285
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 12.951333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 13.647334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 8.0043335
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.29
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.956001
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.505
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.488334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 14.202334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.488334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 13.0
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.708333
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 11.987666
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.688333
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 9.251666
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 6.8116665
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.235
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.488335
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.329333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 8.237
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.488334
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 8.031667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 9.235
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.974999
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.708333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 6.8350005
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 11.34
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 7.999333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 6.811333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 8.031667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.471667
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.268333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 9.263
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 9.251667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 14.233334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.505
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 9.272332
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 15.39
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 12.917335
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.251666
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 12.953666
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 10.533333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 11.708333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.505
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 14.169
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 10.473332
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 15.297333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 8.076
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 9.268333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 11.708333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.285001
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 11.741666
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 10.505
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 6.795
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 9.285
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 8.054
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 11.706666
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 12.961667
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 6.811667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.929334
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 10.957001
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.471667
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 10.505
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 14.245
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 9.268333
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 11.365001
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 8.048333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.505
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 14.215
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 6.8283334
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 5.5903335
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.766334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.521667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 8.050667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 14.181666
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 14.198335
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 8.040334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 12.8949995
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.722333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 11.775001
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 13.464668
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 12.166333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 6.8753333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.925
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 10.483668
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 14.224668
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.235
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 14.233002
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 10.471667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.691666
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.538333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 12.949333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 13.011665
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.755
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 8.248334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.488334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 12.911667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 14.198334
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 8.069667
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 8.031667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 9.285999
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.501668
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 12.928334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.775002
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.283667
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 12.408333
20.0, -0.5, 1.0, 1.0, 2.0, 0.0, 8.014999
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 14.167
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 10.474667
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 10.528999
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 9.311667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 9.268333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 12.937335
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.488334
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 9.285
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 8.031667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 12.375
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 6.828333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 12.400001
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 13.478
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 12.176666
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 12.958333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 10.505
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 12.984333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.471666
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.696668
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.9123335
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 12.928332
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.691666
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 11.952666
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.7456665
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 9.281667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.721333
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 9.485333
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.901999
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 15.509666
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 12.978335
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 11.741666
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 11.691667
20.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 10.442668
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 13.386668
20.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 8.031667
20.0, -0.5, 1.0, 1.0, 2.0, 1.0, 10.507
